LOC_NAME,SAMPLE_DATE,SAMPLEDATE,TASK_CODE,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,X_COORD,Y_COORD
W-099,10/11/2023,11 Oct 2023,2023-Q4-GW,pH,,6.88,6.88,SU,2023640.54,745123.51
W-118,10/11/2023,11 Oct 2023,2023-Q4-GW,pH,,5.37,5.37,SU,2023241.08,746437.24
W-043,10/11/2023,11 Oct 2023,2023-Q4-GW,pH,,5.31,5.31,SU,2023600.12,745904.31
W-121,10/11/2023,11 Oct 2023,2023-Q4-GW,pH,,5.01,5.01,SU,2024008.09,745966.73
W-120,10/11/2023,11 Oct 2023,2023-Q4-GW,pH,,5.73,5.73,SU,2024014.35,745967.14
W-119,10/11/2023,11 Oct 2023,2023-Q4-GW,pH,,5.17,5.17,SU,2023805.69,746515.76
W-100,10/11/2023,11 Oct 2023,2023-Q4-GW,pH,,6.36,6.36,SU,2023636.36,745126.22
W-038,10/10/2023,10 Oct 2023,2023-Q4-GW,pH,,5.48,5.48,SU,2024192.97,745250.31
W-028,10/10/2023,10 Oct 2023,2023-Q4-GW,pH,,6.63,6.63,SU,2024317.41,745121.78
W-059,10/10/2023,10 Oct 2023,2023-Q4-GW,pH,,5.88,5.88,SU,2024165.88,745219.37
W-076,10/10/2023,10 Oct 2023,2023-Q4-GW,pH,,4.51,4.51,SU,2024223.52,745181.19
W-006,10/10/2023,10 Oct 2023,2023-Q4-GW,pH,,6.44,6.44,SU,2024109.62,744963.29
W-022,10/10/2023,10 Oct 2023,2023-Q4-GW,pH,,5.69,5.69,SU,2024116.4,744960.92
W-030,10/10/2023,10 Oct 2023,2023-Q4-GW,pH,,6.07,6.07,SU,2024150.84,745095.16
W-102,10/10/2023,10 Oct 2023,2023-Q4-GW,pH,,6.59,6.59,SU,2024124.44,745090.12
W-084,10/9/2023,09 Oct 2023,2023-Q4-GW,pH,,5.63,5.63,SU,2024721.5,745177.25
W-082,10/9/2023,09 Oct 2023,2023-Q4-GW,pH,,5.33,5.33,SU,2024594.17,744895.93
W-078,10/9/2023,09 Oct 2023,2023-Q4-GW,pH,,6.18,6.18,SU,2024371.03,745117.75
W-072,10/9/2023,09 Oct 2023,2023-Q4-GW,pH,,6.18,6.18,SU,2024162.69,745450.25
W-083,10/9/2023,09 Oct 2023,2023-Q4-GW,pH,,5.65,5.65,SU,2024667.49,744975.06
W-081,10/9/2023,09 Oct 2023,2023-Q4-GW,pH,,5.85,5.85,SU,2024469.85,744938.6
W-077,10/9/2023,09 Oct 2023,2023-Q4-GW,pH,,11.73,11.73,SU,2024346.11,745158.93
W-073,10/9/2023,09 Oct 2023,2023-Q4-GW,pH,,5.64,5.64,SU,2024166.25,745339.31
W-093,10/6/2023,06 Oct 2023,2023-Q4-GW,pH,,5.60,5.6,SU,2024346.84,745162.26
W-057,10/6/2023,06 Oct 2023,2023-Q4-GW,pH,,5.87,5.87,SU,2024190.79,745307.43
W-029,10/6/2023,06 Oct 2023,2023-Q4-GW,pH,,6.23,6.23,SU,2024101.64,745182.77
W-080,10/6/2023,06 Oct 2023,2023-Q4-GW,pH,,5.34,5.34,SU,2024414.69,745024.39
W-079,10/6/2023,06 Oct 2023,2023-Q4-GW,pH,,6.27,6.27,SU,2024450.27,745200.4
W-058,10/6/2023,06 Oct 2023,2023-Q4-GW,pH,,6.41,6.41,SU,2024176.33,745254.09
W-007A,10/5/2023,05 Oct 2023,2023-Q4-GW,pH,,6.99,6.99,SU,2023872.22,744907.43
W-123,10/5/2023,05 Oct 2023,2023-Q4-GW,pH,,7.97,7.97,SU,2024283.69,744647.8
W-010,10/5/2023,05 Oct 2023,2023-Q4-GW,pH,,6.25,6.25,SU,2023659.9,744897.85
W-032,10/5/2023,05 Oct 2023,2023-Q4-GW,pH,,6.62,6.62,SU,2023919.81,744742.1
W-106,10/19/2023,19 Oct 2023,2023-Q4-GW,pH,,6.17,6.17,SU,2023371.32,744431.55
W-098,10/19/2023,19 Oct 2023,2023-Q4-GW,pH,,5.29,5.29,SU,2022894.54,745190.42
W-049,10/19/2023,19 Oct 2023,2023-Q4-GW,pH,,5.52,5.52,SU,2023192.63,745073.23
W-042,10/19/2023,19 Oct 2023,2023-Q4-GW,pH,,5.10,5.1,SU,2023203.32,745072.35
W-016,10/19/2023,19 Oct 2023,2023-Q4-GW,pH,,6.36,6.36,SU,2024060.26,744602.32
W-048,10/18/2023,18 Oct 2023,2023-Q4-GW,pH,,5.47,5.47,SU,2023290.44,744913.22
W-026,10/18/2023,18 Oct 2023,2023-Q4-GW,pH,,5.86,5.86,SU,2023417.69,744855.29
W-086,10/18/2023,18 Oct 2023,2023-Q4-GW,pH,,5.74,5.74,SU,2025100.8,745082.29
W-085,10/18/2023,18 Oct 2023,2023-Q4-GW,pH,,10.06,10.06,SU,2025107.68,745079.71
W-071,10/18/2023,18 Oct 2023,2023-Q4-GW,pH,,5.83,5.83,SU,2026052.33,745716.65
W-070,10/18/2023,18 Oct 2023,2023-Q4-GW,pH,,5.17,5.17,SU,2026062.87,745719.22
W-069,10/18/2023,18 Oct 2023,2023-Q4-GW,pH,,4.65,4.65,SU,2026064.29,745726.92
W-087,10/17/2023,17 Oct 2023,2023-Q4-GW,pH,,6.51,6.51,SU,2024385.81,745952.76
W-050,10/17/2023,17 Oct 2023,2023-Q4-GW,pH,,5.12,5.12,SU,2024107.4,745637.22
W-040,10/17/2023,17 Oct 2023,2023-Q4-GW,pH,,6.14,6.14,SU,2024112.48,745646.53
W-035,10/17/2023,17 Oct 2023,2023-Q4-GW,pH,,6.12,6.12,SU,2024227.93,745716.7
W-068,10/17/2023,17 Oct 2023,2023-Q4-GW,pH,,5.42,5.42,SU,2022496.22,745329.25
W-062,10/17/2023,17 Oct 2023,2023-Q4-GW,pH,,5.55,5.55,SU,2022726.08,745485.46
W-046,10/17/2023,17 Oct 2023,2023-Q4-GW,pH,,5.69,5.69,SU,2023494.46,745154.59
W-033,10/17/2023,17 Oct 2023,2023-Q4-GW,pH,,5.82,5.82,SU,2023548.66,745402.99
W-045,10/16/2023,16 Oct 2023,2023-Q4-GW,pH,,6.37,6.37,SU,2024296.1,745644.03
W-018R,10/16/2023,16 Oct 2023,2023-Q4-GW,pH,,7.30,7.3,SU,2023939.25,745012.69
W-017,10/16/2023,16 Oct 2023,2023-Q4-GW,pH,,6.59,6.59,SU,2023785.38,745055.22
W-089,10/16/2023,16 Oct 2023,2023-Q4-GW,pH,,5.38,5.38,SU,2022888.25,746583.34
W-088,10/16/2023,16 Oct 2023,2023-Q4-GW,pH,,5.52,5.52,SU,2022883.96,746574.77
W-044,10/16/2023,16 Oct 2023,2023-Q4-GW,pH,,5.20,5.2,SU,2022950.11,745579.89
W-041R,10/16/2023,16 Oct 2023,2023-Q4-GW,pH,,5.53,5.53,SU,2023252.59,745372.89
W-019B,10/16/2023,16 Oct 2023,2023-Q4-GW,pH,,5.54,5.54,SU,2022552.95,746172.68
W-001R,10/13/2023,13 Oct 2023,2023-Q4-GW,pH,,5.66,5.66,SU,2024255.52,745689.84
W-075,10/13/2023,13 Oct 2023,2023-Q4-GW,pH,,6.10,6.1,SU,2024064.76,745317.23
W-037,10/13/2023,13 Oct 2023,2023-Q4-GW,pH,,5.96,5.96,SU,2024230.73,745407.39
W-002R,10/13/2023,13 Oct 2023,2023-Q4-GW,pH,,5.47,5.47,SU,2023458.22,745325.15
W-091,10/13/2023,13 Oct 2023,2023-Q4-GW,pH,,5.19,5.19,SU,2022016.77,745976.36
W-090,10/13/2023,13 Oct 2023,2023-Q4-GW,pH,,5.37,5.37,SU,2022011.55,745981.12
W-074,10/12/2023,12 Oct 2023,2023-Q4-GW,pH,,5.51,5.51,SU,2024067.17,745325.13
W-056,10/12/2023,12 Oct 2023,2023-Q4-GW,pH,,5.95,5.95,SU,2024203.75,745351.31
W-055,10/12/2023,12 Oct 2023,2023-Q4-GW,pH,,5.98,5.98,SU,2024214,745397.65
W-036,10/26/2023,26 Oct 2023,2023-Q4-GW,pH,,5.58,5.58,SU,2024573.17,746084.83
W-122,10/26/2023,26 Oct 2023,2023-Q4-GW,pH,,5.99,5.99,SU,2024559.81,746087.76
W-095,10/25/2023,25 Oct 2023,2023-Q4-GW,pH,,6.36,6.36,SU,2022553.46,744375.66
W-094,10/25/2023,25 Oct 2023,2023-Q4-GW,pH,,6.15,6.15,SU,2021983.56,744728.03
W-112,10/25/2023,25 Oct 2023,2023-Q4-GW,pH,,6.45,6.45,SU,2022027.51,744101.62
W-111,10/25/2023,25 Oct 2023,2023-Q4-GW,pH,,5.05,5.05,SU,2022564.93,744378.27
W-107,10/25/2023,25 Oct 2023,2023-Q4-GW,pH,,6.14,6.14,SU,2023252.18,744034.11
W-004R,10/24/2023,24 Oct 2023,2023-Q4-GW,pH,,5.91,5.91,SU,2023932.04,744339.08
W-003A,10/24/2023,24 Oct 2023,2023-Q4-GW,pH,,5.06,5.06,SU,2023926.29,744340.23
W-124,10/24/2023,24 Oct 2023,2023-Q4-GW,pH,,5.74,5.74,SU,2024882.9,744153.42
W-110,10/24/2023,24 Oct 2023,2023-Q4-GW,pH,,5.38,5.38,SU,2022508.26,744051.95
W-104,10/24/2023,24 Oct 2023,2023-Q4-GW,pH,,5.63,5.63,SU,2024875.51,744154.72
W-025,10/24/2023,24 Oct 2023,2023-Q4-GW,pH,,6.38,6.38,SU,2022728.99,742114.33
W-020,10/24/2023,24 Oct 2023,2023-Q4-GW,pH,,5.46,5.46,SU,2022975.38,743739.63
W-109,10/24/2023,24 Oct 2023,2023-Q4-GW,pH,,6.03,6.03,SU,2022981.06,743731.82
W-108,10/24/2023,24 Oct 2023,2023-Q4-GW,pH,,6.31,6.31,SU,2023295.23,743611.35
W-097,10/23/2023,23 Oct 2023,2023-Q4-GW,pH,,5.95,5.95,SU,2024547.76,744244.05
W-096,10/23/2023,23 Oct 2023,2023-Q4-GW,pH,,6.23,6.23,SU,2024643.81,743746.78
W-024,10/23/2023,23 Oct 2023,2023-Q4-GW,pH,,5.52,5.52,SU,2027344.76,746742.56
W-126,10/23/2023,23 Oct 2023,2023-Q4-GW,pH,,6.38,6.38,SU,2024650.41,743747.34
W-067,10/23/2023,23 Oct 2023,2023-Q4-GW,pH,,5.88,5.88,SU,2024485.79,744459.59
W-023R,10/23/2023,23 Oct 2023,2023-Q4-GW,pH,,5.28,5.28,SU,2024851.26,744674.74
W-014,10/23/2023,23 Oct 2023,2023-Q4-GW,pH,,6.39,6.39,SU,2024478.65,744603.2
W-103,10/23/2023,23 Oct 2023,2023-Q4-GW,pH,,5.65,5.65,SU,2024483.13,744466.69
W-092,10/20/2023,20 Oct 2023,2023-Q4-GW,pH,,6.30,6.3,SU,2023714.92,744382.47
W-027,10/20/2023,20 Oct 2023,2023-Q4-GW,pH,,6.50,6.5,SU,2023708.23,744383.9
W-125,10/20/2023,20 Oct 2023,2023-Q4-GW,pH,,6.20,6.2,SU,2024142.28,743837.31
W-105,10/20/2023,20 Oct 2023,2023-Q4-GW,pH,,6.62,6.62,SU,2024138,743843.47
W-064,10/19/2023,19 Oct 2023,2023-Q4-GW,pH,,6.00,6,SU,2023511.33,744643.8
W-047,10/19/2023,19 Oct 2023,2023-Q4-GW,pH,,6.12,6.12,SU,2023515.87,744633.77
W-015,10/19/2023,19 Oct 2023,2023-Q4-GW,pH,,6.19,6.19,SU,2023716.79,744663.42
W-078,10/9/2023,09 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024371.03,745117.75
W-082,10/9/2023,09 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024594.17,744895.93
W-084,10/9/2023,09 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024721.5,745177.25
W-102,10/10/2023,10 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024124.44,745090.12
W-030,10/10/2023,10 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024150.84,745095.16
W-022,10/10/2023,10 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024116.4,744960.92
W-006,10/10/2023,10 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024109.62,744963.29
W-076,10/10/2023,10 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024223.52,745181.19
W-059,10/10/2023,10 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024165.88,745219.37
W-028,10/10/2023,10 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024317.41,745121.78
W-038,10/10/2023,10 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024192.97,745250.31
W-100,10/11/2023,11 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023636.36,745126.22
W-119,10/11/2023,11 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023805.69,746515.76
W-120,10/11/2023,11 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024014.35,745967.14
W-121,10/11/2023,11 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024008.09,745966.73
W-043,10/11/2023,11 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023600.12,745904.31
W-118,10/11/2023,11 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023241.08,746437.24
W-099,10/11/2023,11 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023640.54,745123.51
W-039,10/12/2023,12 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023656.67,745587.41
W-063,10/12/2023,12 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023019.42,745098.13
W-065,10/12/2023,12 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024027.45,745693.7
W-066,10/12/2023,12 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024027.17,745687.82
W-055,10/12/2023,12 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024214,745397.65
W-056,10/12/2023,12 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024203.75,745351.31
W-074,10/12/2023,12 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024067.17,745325.13
W-090,10/13/2023,13 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022011.55,745981.12
W-052,10/3/2023,03 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024260.17,745542.36
W-053,10/3/2023,03 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024247.56,745496
W-051,10/3/2023,03 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024270.83,745583.86
W-054,10/3/2023,03 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024229.98,745442.55
W-113,10/4/2023,04 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024004.27,746811.2
W-114,10/4/2023,04 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024001.48,746806.04
W-115,10/4/2023,04 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023435.8,746784.3
W-116,10/4/2023,04 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023433.25,746778.95
W-117,10/4/2023,04 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023237.7,746432.66
W-060,10/4/2023,04 Oct 2023,2023-Q4-GW,Odor,,Clear,,None,2023286.81,745835.58
W-061,10/4/2023,04 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023288.26,745829.26
W-011,10/5/2023,05 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023914.56,744743.05
W-013R,10/5/2023,05 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024279.25,744648.71
W-032,10/5/2023,05 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023919.81,744742.1
W-010,10/5/2023,05 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023659.9,744897.85
W-123,10/5/2023,05 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024283.69,744647.8
W-027,10/20/2023,20 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023708.23,744383.9
W-092,10/20/2023,20 Oct 2023,2023-Q4-GW,Odor,,Clear,,None,2023714.92,744382.47
W-103,10/23/2023,23 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024483.13,744466.69
W-014,10/23/2023,23 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024478.65,744603.2
W-023R,10/23/2023,23 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024851.26,744674.74
W-067,10/23/2023,23 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024485.79,744459.59
W-126,10/23/2023,23 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024650.41,743747.34
W-024,10/23/2023,23 Oct 2023,2023-Q4-GW,Odor,,None,,None,2027344.76,746742.56
W-096,10/23/2023,23 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024643.81,743746.78
W-097,10/23/2023,23 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024547.76,744244.05
W-108,10/24/2023,24 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023295.23,743611.35
W-109,10/24/2023,24 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022981.06,743731.82
W-020,10/24/2023,24 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022975.38,743739.63
W-025,10/24/2023,24 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022728.99,742114.33
W-104,10/24/2023,24 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024875.51,744154.72
W-110,10/24/2023,24 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022508.26,744051.95
W-124,10/24/2023,24 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024882.9,744153.42
W-003A,10/24/2023,24 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023926.29,744340.23
W-004R,10/24/2023,24 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023932.04,744339.08
W-107,10/25/2023,25 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023252.18,744034.11
W-111,10/25/2023,25 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022564.93,744378.27
W-112,10/25/2023,25 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022027.51,744101.62
W-094,10/25/2023,25 Oct 2023,2023-Q4-GW,Odor,,None,,None,2021983.56,744728.03
W-095,10/25/2023,25 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022553.46,744375.66
W-122,10/26/2023,26 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024559.81,746087.76
W-036,10/26/2023,26 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024573.17,746084.83
W-091,10/13/2023,13 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022016.77,745976.36
W-002R,10/13/2023,13 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023458.22,745325.15
W-037,10/13/2023,13 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024230.73,745407.39
W-075,10/13/2023,13 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024064.76,745317.23
W-001R,10/13/2023,13 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024255.52,745689.84
W-019B,10/16/2023,16 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022552.95,746172.68
W-041R,10/16/2023,16 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023252.59,745372.89
W-044,10/16/2023,16 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022950.11,745579.89
W-088,10/16/2023,16 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022883.96,746574.77
W-089,10/16/2023,16 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022888.25,746583.34
W-017,10/16/2023,16 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023785.38,745055.22
W-018R,10/16/2023,16 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023939.25,745012.69
W-045,10/16/2023,16 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024296.1,745644.03
W-033,10/17/2023,17 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023548.66,745402.99
W-046,10/17/2023,17 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023494.46,745154.59
W-062,10/17/2023,17 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022726.08,745485.46
W-068,10/17/2023,17 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022496.22,745329.25
W-035,10/17/2023,17 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024227.93,745716.7
W-040,10/17/2023,17 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024112.48,745646.53
W-050,10/17/2023,17 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024107.4,745637.22
W-087,10/17/2023,17 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024385.81,745952.76
W-069,10/18/2023,18 Oct 2023,2023-Q4-GW,Odor,,None,,None,2026064.29,745726.92
W-070,10/18/2023,18 Oct 2023,2023-Q4-GW,Odor,,None,,None,2026062.87,745719.22
W-071,10/18/2023,18 Oct 2023,2023-Q4-GW,Odor,,None,,None,2026052.33,745716.65
W-085,10/18/2023,18 Oct 2023,2023-Q4-GW,Odor,,None,,None,2025107.68,745079.71
W-086,10/18/2023,18 Oct 2023,2023-Q4-GW,Odor,,None,,None,2025100.8,745082.29
W-026,10/18/2023,18 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023417.69,744855.29
W-048,10/18/2023,18 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023290.44,744913.22
W-016,10/19/2023,19 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024060.26,744602.32
W-042,10/19/2023,19 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023203.32,745072.35
W-049,10/19/2023,19 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023192.63,745073.23
W-098,10/19/2023,19 Oct 2023,2023-Q4-GW,Odor,,None,,None,2022894.54,745190.42
W-106,10/19/2023,19 Oct 2023,2023-Q4-GW,Odor,,Swamp water smell,,None,2023371.32,744431.55
W-015,10/19/2023,19 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023716.79,744663.42
W-047,10/19/2023,19 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023515.87,744633.77
W-064,10/19/2023,19 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023511.33,744643.8
W-105,10/20/2023,20 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024138,743843.47
W-125,10/20/2023,20 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024142.28,743837.31
W-007A,10/5/2023,05 Oct 2023,2023-Q4-GW,Odor,,None,,None,2023872.22,744907.43
W-058,10/6/2023,06 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024176.33,745254.09
W-079,10/6/2023,06 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024450.27,745200.4
W-080,10/6/2023,06 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024414.69,745024.39
W-029,10/6/2023,06 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024101.64,745182.77
W-057,10/6/2023,06 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024190.79,745307.43
W-093,10/6/2023,06 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024346.84,745162.26
W-073,10/9/2023,09 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024166.25,745339.31
W-077,10/9/2023,09 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024346.11,745158.93
W-081,10/9/2023,09 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024469.85,744938.6
W-083,10/9/2023,09 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024667.49,744975.06
W-072,10/9/2023,09 Oct 2023,2023-Q4-GW,Odor,,None,,None,2024162.69,745450.25
W-015,10/19/2023,19 Oct 2023,2023-Q4-GW,Temperature,,21.90,21.9,degC,2023716.79,744663.42
W-047,10/19/2023,19 Oct 2023,2023-Q4-GW,Temperature,,18.55,18.55,degC,2023515.87,744633.77
W-064,10/19/2023,19 Oct 2023,2023-Q4-GW,Temperature,,18.49,18.49,degC,2023511.33,744643.8
W-105,10/20/2023,20 Oct 2023,2023-Q4-GW,Temperature,,18.73,18.73,degC,2024138,743843.47
W-125,10/20/2023,20 Oct 2023,2023-Q4-GW,Temperature,,17.60,17.6,degC,2024142.28,743837.31
W-027,10/20/2023,20 Oct 2023,2023-Q4-GW,Temperature,,19.16,19.16,degC,2023708.23,744383.9
W-092,10/20/2023,20 Oct 2023,2023-Q4-GW,Temperature,,18.94,18.94,degC,2023714.92,744382.47
W-103,10/23/2023,23 Oct 2023,2023-Q4-GW,Temperature,,18.74,18.74,degC,2024483.13,744466.69
W-014,10/23/2023,23 Oct 2023,2023-Q4-GW,Temperature,,21.06,21.06,degC,2024478.65,744603.2
W-023R,10/23/2023,23 Oct 2023,2023-Q4-GW,Temperature,,16.78,16.78,degC,2024851.26,744674.74
W-067,10/23/2023,23 Oct 2023,2023-Q4-GW,Temperature,,17.78,17.78,degC,2024485.79,744459.59
W-126,10/23/2023,23 Oct 2023,2023-Q4-GW,Temperature,,20.10,20.1,degC,2024650.41,743747.34
W-024,10/23/2023,23 Oct 2023,2023-Q4-GW,Temperature,,21.18,21.18,degC,2027344.76,746742.56
W-096,10/23/2023,23 Oct 2023,2023-Q4-GW,Temperature,,20.22,20.22,degC,2024643.81,743746.78
W-097,10/23/2023,23 Oct 2023,2023-Q4-GW,Temperature,,18.85,18.85,degC,2024547.76,744244.05
W-108,10/24/2023,24 Oct 2023,2023-Q4-GW,Temperature,,15.84,15.84,degC,2023295.23,743611.35
W-109,10/24/2023,24 Oct 2023,2023-Q4-GW,Temperature,,17.13,17.13,degC,2022981.06,743731.82
W-020,10/24/2023,24 Oct 2023,2023-Q4-GW,Temperature,,18.97,18.97,degC,2022975.38,743739.63
W-025,10/24/2023,24 Oct 2023,2023-Q4-GW,Temperature,,18.53,18.53,degC,2022728.99,742114.33
W-104,10/24/2023,24 Oct 2023,2023-Q4-GW,Temperature,,18.08,18.08,degC,2024875.51,744154.72
W-110,10/24/2023,24 Oct 2023,2023-Q4-GW,Temperature,,19.13,19.13,degC,2022508.26,744051.95
W-124,10/24/2023,24 Oct 2023,2023-Q4-GW,Temperature,,19.30,19.3,degC,2024882.9,744153.42
W-003A,10/24/2023,24 Oct 2023,2023-Q4-GW,Temperature,,19.38,19.38,degC,2023926.29,744340.23
W-004R,10/24/2023,24 Oct 2023,2023-Q4-GW,Temperature,,20.04,20.04,degC,2023932.04,744339.08
W-107,10/25/2023,25 Oct 2023,2023-Q4-GW,Temperature,,19.86,19.86,degC,2023252.18,744034.11
W-111,10/25/2023,25 Oct 2023,2023-Q4-GW,Temperature,,17.94,17.94,degC,2022564.93,744378.27
W-112,10/25/2023,25 Oct 2023,2023-Q4-GW,Temperature,,16.22,16.22,degC,2022027.51,744101.62
W-094,10/25/2023,25 Oct 2023,2023-Q4-GW,Temperature,,16.85,16.85,degC,2021983.56,744728.03
W-095,10/25/2023,25 Oct 2023,2023-Q4-GW,Temperature,,18.68,18.68,degC,2022553.46,744375.66
W-122,10/26/2023,26 Oct 2023,2023-Q4-GW,Temperature,,21.67,21.67,degC,2024559.81,746087.76
W-036,10/26/2023,26 Oct 2023,2023-Q4-GW,Temperature,,22.60,22.6,degC,2024573.17,746084.83
W-055,10/12/2023,12 Oct 2023,2023-Q4-GW,Temperature,,23.98,23.98,degC,2024214,745397.65
W-056,10/12/2023,12 Oct 2023,2023-Q4-GW,Temperature,,24.44,24.44,degC,2024203.75,745351.31
W-074,10/12/2023,12 Oct 2023,2023-Q4-GW,Temperature,,22.04,22.04,degC,2024067.17,745325.13
W-090,10/13/2023,13 Oct 2023,2023-Q4-GW,Temperature,,19.13,19.13,degC,2022011.55,745981.12
W-091,10/13/2023,13 Oct 2023,2023-Q4-GW,Temperature,,20.42,20.42,degC,2022016.77,745976.36
W-002R,10/13/2023,13 Oct 2023,2023-Q4-GW,Temperature,,19.75,19.75,degC,2023458.22,745325.15
